NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
,6.9,21.0,,,199.1,22.0
30.5,7.2,28.0,,,67.0,20.0
29.4,6.9,46.0,,,50.6,20.0
30.1,6.9,19.0,,,58.0,18.0
28.5,6.8,11.0,,,61.7,16.0
28.3,6.6,31.0,188.0,12.0,56.8,18.0
28.0,7.1,8.0,68.0,6.0,57.8,18.0
30.0,6.9,53.0,,,66.1,26.0
,6.9,26.0,,,244.0,22.0
,6.9,42.0,,,313.0,24.0
31.5,7.0,10.0,141.0,14.0,62.8,20.0
27.7,7.0,12.0,96.0,8.0,57.4,14.0
30.8,6.9,18.0,,,68.9,22.0
30.2,7.0,23.0,,,59.7,16.0
28.8,6.9,14.0,116.0,11.0,62.2,8.0
28.0,6.9,13.0,101.0,10.0,72.0,22.0
30.0,6.9,29.0,,,334.0,24.0
29.9,6.9,22.0,,,57.3,16.0
,6.9,63.0,,,56.0,20.0
29.6,6.7,24.0,,,69.7,25.6
29.5,6.8,15.0,,,70.1,18.0
29.7,6.6,33.0,,,64.4,24.0
29.9,6.7,30.0,,,53.0,14.0
29.4,7.2,11.0,,,58.7,20.0
29.4,6.7,77.0,,,53.2,24.0
31.1,7.1,8.0,67.0,6.0,60.9,20.0
30.1,7.0,22.0,210.0,22.0,59.7,18.0
31.8,6.7,18.0,,,95.0,20.0
29.5,6.8,133.0,1350.0,99.0,56.0,26.0
30.9,7.0,11.0,,,62.5,20.0
29.2,6.7,32.0,,,55.6,16.0
29.6,6.8,42.0,336.0,28.0,54.3,22.0
29.9,6.8,41.0,,,58.6,22.0
,6.9,23.0,,,178.0,24.0
30.4,6.9,51.0,410.0,,149.4,26.0
30.0,7.2,31.0,,,58.6,22.0
27.9,6.9,26.0,209.0,24.0,126.9,24.0
30.0,6.9,71.0,,,74.5,36.0
28.4,6.9,12.0,108.0,12.0,69.7,16.0
31.0,7.1,23.0,,,79.0,24.0
29.5,6.9,11.0,86.0,8.0,61.6,16.0
29.8,6.8,58.0,,,71.8,32.0
28.4,6.8,38.0,360.0,27.0,76.1,28.0
28.9,6.8,17.0,100.0,24.0,63.2,16.0
29.4,7.1,8.0,,,60.0,18.0
29.6,6.9,11.0,69.0,16.0,64.3,18.0
29.2,6.7,25.0,259.0,25.0,75.0,19.2
29.8,7.0,29.0,,,60.0,16.0
31.8,7.1,22.0,188.0,20.0,60.4,20.0
28.8,7.0,43.0,269.0,42.0,51.2,18.0
28.9,7.1,12.0,125.0,,55.5,18.0
30.9,6.9,35.0,270.0,,85.0,30.0
30.1,6.8,55.0,470.0,41.0,63.7,20.0
29.5,7.0,75.0,,,57.9,22.0
28.6,6.9,67.0,,,57.6,22.0
29.2,6.7,20.0,,,67.5,18.0
,6.8,31.0,316.0,,62.2,20.0
30.5,6.9,24.0,,,54.4,14.0
29.1,6.8,11.0,,,63.0,14.0
29.0,6.9,21.0,200.0,22.0,66.1,14.0
,6.9,27.0,,,50.1,16.0
,6.9,52.0,,,55.2,22.0
29.5,6.8,71.0,604.0,54.0,55.4,24.0
29.6,7.3,11.0,,,59.6,8.0
30.2,6.9,29.0,,,54.3,18.0
29.8,6.6,23.0,,,66.0,18.0
31.5,6.8,36.0,,,73.5,26.0
28.5,6.8,18.0,,,73.7,19.2
29.4,7.0,12.0,115.0,10.0,61.9,8.0
30.1,7.0,12.0,119.0,10.0,62.0,18.0
,7.0,53.0,298.0,47.0,53.4,18.0
30.8,7.0,17.0,,,66.2,20.0
29.6,6.9,21.0,186.0,18.0,94.2,18.0
30.8,6.7,40.0,359.0,30.0,57.2,18.0
28.4,7.0,13.0,,,62.0,16.0
29.2,7.0,11.0,117.0,11.0,62.0,8.0
28.6,6.6,151.0,,,52.0,24.0
27.0,6.9,86.0,,,50.8,26.0
30.5,6.6,37.0,,,77.9,28.0
29.5,6.9,17.0,,,60.5,18.0
30.9,6.7,41.0,,,82.9,22.4
29.4,6.9,48.0,473.0,46.0,70.1,22.4
31.7,7.0,10.0,111.0,10.0,59.9,18.0
29.7,7.0,20.0,206.0,19.0,76.4,20.0
29.6,6.8,30.0,203.0,,59.5,18.0
31.2,6.7,17.0,134.0,16.0,64.3,8.0
29.7,6.7,36.0,314.0,24.0,70.3,19.2
29.0,6.8,66.0,,,64.7,26.0
29.0,6.8,23.0,205.0,24.0,58.9,16.0
,6.9,27.0,,,55.0,16.0
31.2,6.7,43.0,,,74.5,26.0
29.1,6.8,109.0,726.0,68.0,53.1,24.0
30.3,6.9,16.0,85.0,24.0,64.0,20.0
28.5,6.8,73.0,572.0,52.0,71.4,30.0
30.7,6.7,32.0,250.0,,80.3,26.0
28.7,6.9,69.0,,,55.6,20.0
29.8,6.7,16.0,184.0,16.0,71.4,19.2
29.9,6.8,85.0,,,64.1,28.0
29.4,7.0,62.0,,,53.3,20.0
29.3,6.8,53.0,,,69.0,22.4
,,13.0,128.0,10.0,59.0,16.0
,6.8,28.0,,,61.5,18.0
28.2,6.8,16.0,173.0,15.0,83.5,19.2
29.7,7.0,140.0,820.0,129.0,48.4,26.0
30.5,7.1,22.0,,,58.9,18.0
30.6,7.0,11.0,83.0,9.0,61.8,16.0
,7.1,16.0,204.0,21.0,66.9,20.0
28.0,6.9,28.0,,,64.2,18.0
28.7,6.7,43.0,,,58.0,18.0
,6.8,31.0,296.0,24.0,55.3,20.0
30.5,6.9,47.0,280.0,27.0,61.4,20.0
29.8,6.9,23.0,225.0,23.0,52.4,14.0
30.0,6.7,36.0,316.0,25.0,68.0,19.2
29.8,7.0,8.0,50.0,17.0,62.2,20.0
30.3,6.9,42.0,,,55.2,18.0
30.5,6.8,41.0,,,56.7,20.0
27.5,6.9,17.0,170.0,16.0,92.1,22.0
,,52.0,,,52.9,18.0
28.9,6.9,21.0,107.0,20.0,59.2,14.0
29.6,6.9,10.0,66.0,19.0,63.4,20.0
27.5,6.9,20.0,,,57.7,14.0
29.5,6.9,45.0,279.0,24.0,60.7,20.0
28.6,7.0,94.0,812.0,72.0,64.5,28.0
,6.9,15.0,,,65.9,16.0
29.0,6.6,85.0,,,64.7,32.0
,6.9,26.0,215.0,22.0,65.5,19.2
28.4,6.7,54.0,493.0,42.0,62.5,24.0
30.8,6.8,16.0,,,62.4,24.0
28.1,7.0,12.0,,,67.0,14.0
30.8,7.2,8.0,,,60.0,20.0
28.4,6.9,23.0,,,70.0,14.0
30.5,6.9,16.0,152.0,14.0,73.5,16.0
28.1,7.0,10.0,114.0,9.0,60.6,18.0
28.5,7.0,88.0,,,49.5,22.0
28.7,6.8,65.0,536.0,50.0,51.6,22.0
29.6,6.9,57.0,333.0,32.0,57.1,18.0
27.9,6.9,18.0,96.0,22.0,62.5,14.0
29.1,6.8,62.0,526.0,43.0,66.5,22.4
28.7,7.0,28.0,280.0,32.0,97.5,24.0
29.2,6.9,18.0,,,62.5,16.0
28.2,6.7,176.0,1590.0,159.0,51.9,24.0
29.8,6.9,50.0,,,50.2,22.0
29.8,7.0,81.0,726.0,62.0,58.3,26.0
28.5,6.9,10.0,,,60.0,14.0
30.3,7.1,12.0,,,61.1,18.0
29.0,6.9,74.0,,,65.5,22.4
30.7,6.7,29.0,250.0,,61.5,20.0
28.4,6.8,66.0,558.0,54.0,69.0,28.0
,6.8,26.0,,,285.0,26.0
29.0,6.8,34.0,314.0,22.0,57.6,20.0
30.9,6.9,50.0,,,72.0,26.0
,7.0,26.0,,,394.0,22.0
30.4,6.8,46.0,,,61.3,20.0
30.9,7.1,12.0,,,59.6,20.0
30.5,6.8,44.0,390.0,34.0,68.9,22.0
30.5,6.8,24.0,,,87.7,30.0
32.2,7.1,7.0,,,61.1,18.0
28.8,7.0,18.0,145.0,15.0,59.0,8.0
,6.8,21.0,,,61.4,14.0
28.1,7.0,14.0,107.0,14.0,71.0,22.0
29.2,6.9,16.0,134.0,12.0,58.1,16.0
31.3,7.0,20.0,,,58.0,20.0
28.2,7.0,13.0,111.0,12.0,61.4,18.0
29.9,7.0,21.0,,,53.0,16.0
29.1,6.9,16.0,130.0,11.0,63.9,12.0
31.2,6.9,14.0,,,66.8,18.0
29.8,6.7,28.0,153.0,15.0,62.1,18.0
28.9,6.9,26.0,132.0,25.0,62.8,16.0
,6.9,58.0,,,52.0,16.0
30.9,6.8,41.0,,,55.5,18.0
30.4,7.1,11.0,65.0,15.0,58.7,16.0
29.1,6.9,21.0,,,62.5,16.0
28.8,6.8,61.0,373.0,56.0,56.0,20.0
28.0,6.9,15.0,74.0,20.0,60.5,14.0
31.0,7.1,11.0,,,62.3,20.0
28.7,6.9,83.0,,,49.0,22.0
32.5,6.7,9.0,,,65.9,20.0
30.4,6.7,47.0,380.0,,82.6,26.0
30.2,7.0,20.0,,,104.2,18.0
28.0,6.9,20.0,102.0,19.0,62.8,14.0
29.2,7.0,16.0,,,59.7,14.0
30.9,6.8,19.0,,,74.9,18.0
30.2,6.9,74.0,,,64.0,25.6
31.1,7.1,15.0,,,59.2,20.0
30.9,6.7,30.0,230.0,,76.5,28.0
29.7,7.2,15.0,,,57.0,18.0
29.3,6.9,75.0,680.0,60.0,49.1,24.0
29.8,6.8,24.0,270.0,,65.2,20.0
,,30.0,263.0,23.0,62.2,16.0
29.2,6.6,30.0,,,68.2,14.0
28.7,6.5,56.0,,,67.1,24.0
30.7,6.8,51.0,,,76.3,24.0
30.1,7.0,13.0,91.0,24.0,64.2,18.0
29.9,6.8,68.0,,,54.8,22.0
31.5,6.9,9.0,95.0,,61.5,18.0
33.4,7.2,11.0,,,62.5,20.0
29.9,6.7,55.0,,,58.9,20.0
28.9,6.8,18.0,162.0,14.0,54.0,14.0
30.2,6.9,54.0,322.0,21.0,59.4,20.0
29.8,7.0,8.0,69.0,7.0,62.3,18.0
30.6,7.0,12.0,,,63.5,20.0
31.9,6.9,32.0,288.0,,76.5,18.0
31.1,7.1,11.0,,,62.0,22.0
33.4,6.8,11.0,,,61.8,18.0
31.8,6.9,14.0,,,64.2,19.2
30.4,6.9,15.0,140.0,,57.3,18.0
29.6,6.6,16.0,,,60.0,16.0
29.0,6.7,38.0,,,63.1,18.0
28.6,6.7,70.0,708.0,,62.2,30.0
28.2,6.8,105.0,,,59.0,22.0
29.5,6.7,63.0,,,60.9,24.0
30.0,6.8,56.0,,,63.5,26.0
30.8,7.0,9.0,,,57.7,18.0
29.8,6.6,47.0,,,62.7,22.0
31.0,6.9,16.0,,,59.5,16.0
31.1,7.1,20.0,161.0,,67.1,18.0
30.1,7.0,21.0,,,68.2,16.0
29.4,6.9,27.0,,,60.1,18.0
28.6,6.9,36.0,306.0,26.0,60.0,20.0
28.6,6.9,64.0,542.0,49.0,68.3,26.0
31.9,7.1,20.0,,,68.0,20.0
,6.9,23.0,,,86.0,24.0
29.7,6.8,27.0,,,65.0,20.0
28.2,6.8,56.0,529.0,42.0,49.0,20.0
28.8,7.2,20.0,182.0,19.0,67.2,22.0
29.3,6.9,48.0,484.0,42.0,57.6,22.0
,7.0,22.0,,,141.0,22.0
,6.8,61.0,,,54.0,18.0
30.2,6.8,21.0,,,65.2,22.0
29.8,7.0,8.0,84.0,19.0,60.6,18.0
29.4,6.8,15.0,,,67.4,12.8
31.6,6.7,31.0,292.0,30.0,84.6,22.0
28.4,6.8,66.0,409.0,30.0,54.3,20.0
29.7,7.0,30.0,269.0,28.0,75.7,22.0
29.6,6.9,20.0,,,65.7,19.2
29.6,6.9,32.0,302.0,27.0,71.8,28.0
28.6,6.9,98.0,,,71.0,25.6
32.9,6.8,8.0,,,70.6,16.0
31.4,7.1,11.0,,,59.0,20.0
30.3,7.1,25.0,,,58.9,18.0
29.5,7.2,9.0,,,61.0,8.0
28.9,6.7,127.0,,,56.1,26.0
28.9,7.2,17.0,,,65.4,18.0
29.8,7.0,43.0,,,67.5,22.4
30.1,6.8,21.0,210.0,,63.0,16.0
30.7,6.8,24.0,,,73.1,19.2
,7.0,46.0,,,70.5,25.6
,6.8,100.0,,,65.0,26.0
31.5,6.9,37.0,,,76.2,24.0
29.3,6.7,63.0,,,63.8,22.4
28.9,6.8,51.0,420.0,44.0,56.2,20.0
29.8,6.8,74.0,662.0,54.0,72.4,32.0
28.8,6.8,16.0,154.0,13.0,78.8,18.0
29.1,6.8,23.0,187.0,18.0,228.0,24.0
29.5,6.9,59.0,,,68.4,26.0
28.1,6.5,187.0,,,46.5,26.0
31.0,6.8,21.0,,,205.8,20.0
29.0,6.9,23.0,210.0,22.0,63.5,20.0
30.7,6.8,32.0,,,64.2,16.0
30.5,6.7,50.0,415.0,36.0,75.0,32.0
29.5,6.9,26.0,240.0,,59.2,18.0
,6.7,77.0,,,54.2,18.0
29.6,7.0,26.0,260.0,,58.6,20.0
28.2,6.8,53.0,541.0,51.0,56.1,20.0
,6.8,84.0,,,53.2,22.0
29.7,6.9,69.0,384.0,35.0,52.6,22.0
29.2,7.0,51.0,,,72.0,22.4
31.9,6.8,10.0,94.0,8.0,61.6,18.0
31.3,6.9,15.0,130.0,13.0,65.6,18.0
30.8,6.9,16.0,,,69.8,16.0
,6.9,91.0,,,52.4,22.0
30.2,7.0,31.0,301.0,32.0,249.0,26.0
28.3,6.5,138.0,1182.0,102.0,51.2,24.0
29.0,6.9,68.0,458.0,68.0,54.0,18.0
29.9,6.8,20.0,,,63.6,14.0
29.7,7.0,20.0,185.0,,63.9,16.0
31.0,7.1,12.0,,,61.4,20.0
30.5,6.8,55.0,,,72.9,30.0
29.3,6.9,37.0,368.0,30.0,72.4,24.0
30.7,7.0,13.0,87.0,3.0,63.0,20.0
31.2,7.0,32.0,335.0,33.0,132.0,26.0
29.2,7.0,14.0,,,60.0,16.0
29.8,6.9,15.0,,,87.6,18.0
30.2,6.9,41.0,,,67.1,20.0
28.8,6.8,17.0,150.0,14.0,99.1,19.2
29.9,6.9,29.0,,,109.9,24.0
28.7,6.9,28.0,,,55.4,16.0
29.1,6.8,12.0,,,71.2,19.2
32.3,7.0,14.0,,,65.1,19.2
30.7,6.9,20.0,,,78.2,16.0
31.6,6.7,34.0,,,90.5,22.0
30.7,7.0,13.0,103.0,5.0,61.9,20.0
31.4,7.0,12.0,102.0,,62.5,18.0
29.5,6.7,106.0,688.0,66.0,52.7,20.0
29.6,7.0,10.0,65.0,17.0,58.9,16.0
28.6,6.8,67.0,608.0,54.0,60.2,26.0
29.0,7.1,11.0,112.0,11.0,59.5,18.0
,6.9,33.0,,,104.9,20.0
30.5,6.8,38.0,350.0,26.0,57.6,18.0
30.5,6.9,13.0,,,62.1,18.0
29.8,7.0,22.0,,,58.1,18.0
29.2,6.9,21.0,198.0,18.0,51.9,14.0
29.6,7.0,56.0,321.0,49.0,56.6,22.0
30.4,6.8,20.0,169.0,19.0,91.7,22.4
30.9,7.0,23.0,,,256.0,18.0
31.9,6.9,14.0,,,63.8,16.0
31.2,6.7,26.0,,,84.0,22.4
31.0,7.04,12.0,,,63.0,16.0
29.0,6.8,141.0,1260.0,118.0,52.2,28.0
28.7,7.0,59.0,,,57.8,22.0
30.8,7.0,11.0,95.0,4.0,63.1,22.0
30.7,7.0,13.0,113.0,11.0,62.7,20.0
29.7,6.8,31.0,288.0,27.0,53.7,20.0
30.4,7.0,22.0,216.0,22.0,64.0,18.0
,6.7,12.0,,,62.7,18.0
29.6,6.9,17.0,,,59.8,14.0
29.0,6.7,37.0,327.0,28.0,57.3,18.0
31.4,7.0,21.0,,,72.5,20.0
,6.9,24.0,,,62.6,20.0
30.0,6.8,17.0,131.0,12.0,72.6,16.0
30.2,7.2,21.0,,,57.5,20.0
28.2,6.9,48.0,420.0,30.0,57.0,20.0
,6.9,21.0,,,110.0,18.0
29.3,6.8,13.0,,,61.3,16.0
29.0,6.8,19.0,175.0,16.0,64.2,20.0
28.7,6.9,20.0,110.0,23.0,62.2,14.0
30.5,7.1,9.0,72.0,9.0,59.2,18.0
,6.9,69.0,,,47.8,22.0
30.8,6.8,22.0,202.0,,63.7,22.0
29.6,6.6,23.0,,,57.6,18.0
28.4,6.9,17.0,,,60.7,18.0
29.2,6.9,46.0,400.0,33.0,68.6,22.4
,6.7,29.0,,,72.6,19.2
31.1,6.9,39.0,283.0,32.0,70.5,22.4
31.0,7.0,19.0,,,74.0,18.0
30.0,6.8,20.0,,,72.7,19.2
29.5,6.9,85.0,,,53.9,18.0
28.8,7.0,15.0,175.0,,59.7,18.0
29.2,6.8,134.0,,,68.7,28.0
31.9,7.0,9.0,,,62.0,20.0
30.2,7.0,11.0,93.0,10.0,61.5,18.0
28.5,6.7,113.0,,,50.1,22.0
,6.9,24.0,,,85.6,24.0
29.8,6.9,11.0,99.0,10.0,58.0,12.0
30.5,6.9,31.0,182.0,12.0,63.4,20.0
30.9,6.9,30.0,197.0,16.0,58.7,20.0
29.4,6.9,18.0,,,63.4,14.0
31.1,6.9,17.0,164.0,13.0,67.2,19.2
29.2,6.9,41.0,385.0,32.0,62.0,22.0
30.6,6.8,40.0,,,79.1,28.0
30.2,6.7,33.0,274.0,27.0,70.0,22.4
29.3,6.8,51.0,413.0,35.0,48.3,18.0
29.0,7.0,18.0,152.0,,74.1,20.0
30.8,6.9,15.0,,,65.4,18.0
29.2,6.8,14.0,128.0,9.0,57.6,12.0
29.5,7.1,14.0,139.0,11.0,96.8,26.0
31.2,6.9,21.0,276.0,30.0,66.2,19.2
32.0,7.0,11.0,,,61.1,18.0
30.2,6.9,26.0,,,58.6,18.0
31.4,7.0,19.0,,,82.3,24.0
29.9,6.8,33.0,,,82.9,19.2
30.7,7.1,15.0,126.0,10.0,62.0,18.0
31.9,6.9,14.0,,,67.2,16.0
30.1,7.0,31.0,300.0,,59.2,18.0
28.6,6.9,84.0,780.0,69.0,62.4,25.6
30.1,6.9,12.0,105.0,,58.6,18.0
28.8,6.7,105.0,930.0,84.0,66.0,32.0
,6.8,32.0,267.0,29.0,68.6,22.4
30.6,7.0,13.0,,,136.1,18.0
29.9,6.9,38.0,,,59.7,20.0
29.0,6.6,18.0,105.0,3.0,66.4,18.0
29.7,6.8,60.0,504.0,53.0,61.3,20.0
28.3,7.2,14.0,71.0,9.0,71.1,19.2
30.1,6.9,49.0,,,77.4,22.4
28.5,6.9,127.0,1088.0,94.0,63.6,28.8
28.9,7.0,25.0,,,53.0,14.0
29.3,6.7,40.0,,,60.4,18.0
28.6,6.9,29.0,187.0,23.0,49.4,16.0
31.5,6.9,8.0,,,65.0,19.2
,6.7,82.0,,,61.2,26.0
29.4,7.0,17.0,,,56.1,18.0
28.4,6.8,133.0,1164.0,68.0,63.0,28.0
28.5,6.8,23.0,195.0,15.0,56.4,16.0
,6.9,27.0,,,152.5,18.0
30.1,6.6,23.0,,,67.0,26.0
,7.0,56.0,,,62.1,20.0
29.6,6.9,41.0,,,61.4,24.0
30.2,6.7,59.0,508.0,46.0,51.1,18.0
,7.1,8.0,,,70.8,16.0
30.1,7.0,25.0,,,52.0,14.0
30.0,6.9,42.0,,,54.6,20.0
29.7,6.9,22.0,,,67.7,20.0
30.6,6.9,42.0,,,62.6,19.2
28.8,6.8,149.0,1368.0,120.0,67.1,34.0
28.9,7.0,29.0,259.0,25.0,70.8,24.0
28.5,6.6,55.0,524.0,45.0,59.1,24.0
30.7,7.1,10.0,78.0,9.0,59.6,18.0
29.2,6.7,18.0,,,71.0,18.0
28.6,7.0,57.0,,,56.8,22.0
,7.1,9.0,,,60.5,16.0
30.9,7.0,9.0,,,59.3,20.0
29.1,6.9,21.0,202.0,18.0,56.8,16.0
29.3,6.9,30.0,307.0,,63.1,20.0
30.2,6.7,58.0,,,69.1,22.4
30.5,6.9,38.0,,,62.4,20.0
28.8,6.9,70.0,,,51.0,20.0
,7.0,17.0,,,102.5,18.0
29.9,7.0,17.0,,,80.0,16.0
28.8,6.9,22.0,,,62.5,16.0
27.3,6.9,21.0,206.0,18.0,72.6,22.0
29.8,7.0,18.0,209.0,20.0,60.0,18.0
31.6,7.2,15.0,,,65.1,16.0
29.0,6.9,18.0,181.0,17.0,52.9,14.0
28.5,7.0,10.0,87.0,9.0,60.0,18.0
,7.0,25.0,,,56.9,20.0
30.4,6.8,64.0,,,59.0,22.0
29.0,6.8,30.0,,,51.1,18.0
28.8,6.9,55.0,,,60.2,18.0
31.1,7.0,10.0,114.0,13.0,60.0,18.0
29.5,6.6,87.0,,,71.0,22.4
29.5,6.9,30.0,,,52.3,20.0
29.4,6.8,57.0,,,78.7,28.0
29.6,6.8,20.0,173.0,14.0,56.7,16.0
30.4,6.8,17.0,,,60.3,12.0
30.6,7.0,25.0,226.0,25.0,73.0,20.0
29.8,6.8,24.0,216.0,18.0,59.2,18.0
28.9,7.0,47.0,495.0,,52.0,20.0
30.5,6.9,14.0,,,73.2,20.0
29.0,6.9,22.0,,,66.0,14.0
32.0,6.9,13.0,,,57.6,18.0
29.2,6.7,50.0,435.0,40.0,52.7,18.0
,,23.0,,,136.0,22.0
29.2,7.0,80.0,441.0,66.0,49.5,24.0
30.5,7.0,51.0,,,55.2,20.0
30.9,7.0,17.0,,,93.2,18.0
28.7,7.0,31.0,233.0,21.0,56.1,20.0
29.8,6.9,31.0,240.0,,99.0,20.0
32.4,7.0,21.0,,,88.1,20.0
32.1,6.8,12.0,,,63.2,8.0
30.8,6.8,67.0,,,74.1,28.0
29.2,6.9,73.0,,,52.7,22.0
29.0,6.8,14.0,160.0,,64.0,20.0
27.4,6.9,27.0,,,60.9,12.0
29.2,6.8,39.0,388.0,35.0,52.0,20.0
29.0,6.8,13.0,,,63.7,20.0
29.2,6.8,26.0,,,54.8,14.0
,6.8,18.0,,,63.0,20.0
28.7,6.9,18.0,186.0,16.0,57.5,16.0
28.1,6.9,22.0,,,66.2,14.0
30.4,6.7,22.0,205.0,18.0,66.2,22.0
28.0,7.0,40.0,344.0,37.0,70.8,24.0
29.8,6.8,19.0,,,53.6,14.0
30.5,6.9,14.0,,,65.5,18.0
29.1,7.1,10.0,67.0,6.0,59.5,14.0
29.2,6.8,142.0,1248.0,126.0,52.4,28.0
30.5,7.1,9.0,102.0,8.0,59.3,18.0
31.1,6.9,16.0,,,64.3,16.0
29.3,6.7,33.0,,,57.9,20.0
30.7,6.9,19.0,,,64.1,16.0
31.1,6.9,19.0,,,66.4,22.0
29.0,6.7,22.0,196.0,19.0,67.4,12.0
30.0,7.0,15.0,,,77.8,19.2
28.9,6.8,63.0,540.0,42.0,65.0,26.0
30.5,6.8,44.0,,,60.8,18.0
28.9,6.8,13.0,,,59.4,16.0
29.1,6.9,62.0,,,52.1,18.0
28.3,7.0,41.0,,,58.9,22.0
29.9,6.9,74.0,,,73.0,30.0
29.5,6.8,116.0,1080.0,83.0,65.0,26.0
30.3,6.9,42.0,,,55.8,20.0
30.4,7.0,29.0,280.0,30.0,91.7,22.0
29.8,6.8,90.0,,,51.1,22.0
,6.8,18.0,,,66.3,20.0
30.1,6.7,81.0,714.0,64.0,90.0,32.0
28.6,6.8,70.0,,,72.8,30.0
,6.9,23.0,,,61.1,20.0
31.2,6.9,18.0,,,68.4,22.0
,,29.0,175.0,17.0,71.7,20.0
31.3,7.0,19.0,,,66.4,18.0
30.5,6.7,27.0,223.0,25.0,75.1,19.2
28.3,7.0,63.0,,,53.3,20.0
29.0,7.0,61.0,,,56.0,22.0
31.3,6.7,9.0,,,65.1,8.0
29.3,6.9,15.0,134.0,12.0,64.7,16.0
31.1,6.9,15.0,125.0,,55.3,18.0
31.0,6.8,22.0,,,140.4,22.0
,7.0,10.0,,,67.0,20.0
,6.8,19.0,,,78.1,19.2
29.5,6.8,47.0,,,60.0,20.0
27.6,6.7,30.0,285.0,22.0,56.7,18.0
,6.9,18.0,,,197.9,18.0
29.2,7.0,64.0,,,62.3,22.4
29.3,6.8,66.0,,,66.7,30.0
31.6,7.0,19.0,,,64.8,20.0
30.3,6.8,19.0,,,66.2,14.0
29.2,7.1,14.0,,,69.6,16.0
31.4,6.8,16.0,,,80.6,19.2
29.4,6.8,54.0,431.0,36.0,52.7,20.0
30.9,6.7,27.0,219.0,22.0,72.5,22.0
28.4,7.0,48.0,,,55.3,20.0
30.0,7.0,72.0,610.0,52.0,70.2,22.4
30.4,6.8,34.0,302.0,27.0,85.5,32.0
30.2,6.8,56.0,,,68.8,32.0
31.9,7.1,10.0,,,63.6,18.0
32.7,6.7,18.0,,,67.0,8.0
30.0,6.8,38.0,,,70.8,19.2
,7.0,11.0,,,62.1,22.0
31.6,6.8,15.0,130.0,13.0,68.2,20.0
28.8,7.0,54.0,505.0,41.0,65.3,25.6
29.2,7.0,85.0,724.0,60.0,67.8,28.8
30.3,7.1,10.0,64.0,6.0,62.0,18.0
29.4,6.8,95.0,916.0,68.0,70.2,28.0
33.1,7.2,19.0,,,61.4,18.0
31.6,6.8,26.0,247.0,24.0,67.0,16.0
30.8,6.7,19.0,175.0,,63.7,20.0
30.3,6.8,66.0,,,55.5,22.0
31.6,6.8,25.0,,,68.6,16.0
,6.9,16.0,176.0,10.0,69.1,19.2
30.0,6.7,41.0,,,59.4,18.0
30.8,6.8,14.0,,,81.8,16.0
29.2,6.9,20.0,,,57.2,16.0
28.4,7.0,47.0,275.0,40.0,53.6,20.0
31.0,6.9,19.0,185.0,,58.3,20.0
31.1,6.8,40.0,,,80.8,30.0
29.3,6.7,85.0,,,54.7,24.0
29.7,6.9,14.0,150.0,13.0,69.0,22.0
29.7,6.8,35.0,296.0,23.0,51.0,16.0
30.0,6.9,64.0,560.0,56.0,52.6,22.0
30.0,7.2,19.0,,,58.4,20.0
29.2,7.0,69.0,688.0,58.0,64.1,22.4
30.5,6.9,30.0,230.0,,341.0,24.0
,7.1,10.0,,,62.6,18.0
29.4,6.8,48.0,,,49.2,16.0
28.3,7.0,29.0,288.0,25.0,68.2,22.0
31.0,7.0,25.0,220.0,,63.4,18.0
29.9,7.0,18.0,180.0,,60.9,20.0
31.3,7.0,13.0,,,64.5,22.0
29.0,7.1,16.0,,,63.3,18.0
29.4,6.7,51.0,380.0,,81.6,32.0
28.2,6.9,62.0,,,68.0,28.0
,6.8,27.0,246.0,23.0,63.5,8.0
30.6,6.8,28.0,,,74.0,22.4
,6.7,62.0,,,62.5,19.2
32.9,7.0,18.0,,,88.9,20.0
29.1,7.0,91.0,856.0,70.0,59.0,24.0
30.6,6.8,17.0,,,69.7,22.0
29.2,6.7,28.0,230.0,17.0,50.0,14.0
28.3,6.8,49.0,454.0,35.0,61.1,24.0
28.7,7.0,79.0,744.0,65.0,69.4,22.4
27.9,6.8,142.0,,,51.3,24.0
27.6,6.8,99.0,,,57.7,28.0
30.4,6.9,22.0,,,77.5,18.0
,6.8,60.0,528.0,48.0,72.3,30.0
30.2,6.9,11.0,115.0,,57.0,16.0
31.1,6.7,19.0,,,61.9,20.0
28.8,6.8,64.0,546.0,46.0,62.0,25.6
31.5,6.7,36.0,,,57.8,20.0
29.3,6.9,18.0,175.0,18.0,205.8,18.0
29.8,6.8,80.0,,,58.9,24.0
29.9,6.7,29.0,260.0,22.0,49.2,16.0
28.6,6.7,49.0,,,67.3,26.0
28.8,7.1,11.0,118.0,12.0,59.2,18.0
30.7,6.9,20.0,,,70.9,18.0
29.0,6.5,15.0,,,60.0,16.0
29.0,6.9,70.0,645.0,50.0,65.9,26.0
28.9,6.9,36.0,355.0,31.0,61.8,20.0
31.8,7.0,12.0,,,65.7,19.2
29.1,7.2,10.0,83.0,13.0,59.8,20.0
28.4,6.9,20.0,,,69.0,16.0
30.6,6.8,20.0,185.0,,74.3,22.0
28.3,6.9,14.0,,,62.0,14.0
29.9,7.1,11.0,,,60.3,14.0
27.9,7.1,14.0,111.0,8.0,73.1,16.0
30.4,6.7,12.0,,,64.8,24.0
30.1,7.1,11.0,,,63.4,16.0
30.0,7.0,12.0,,,64.6,16.0
